,strategy,spy
2023-01-26,0.9275411646966021,1.0616114715225846
2023-01-27,0.9236230072787128,1.0640507325307165
2023-01-30,0.9147397873991545,1.0507002729820751
2023-01-31,0.9244110391458754,1.0661490861215868
2023-02-01,0.9317767331608607,1.0774798753362655
2023-02-02,0.9234755189430432,1.093164738246499
2023-02-03,0.910225795336642,1.0815453903938235
2023-02-06,0.9033300201767764,1.0749356766375888
2023-02-07,0.9058216739280757,1.0889943655424013
2023-02-08,0.902862871078659,1.0770864590517288
2023-02-09,0.8978683783223113,1.0677490056933705
2023-02-10,0.8909089714376651,1.070240775568777
2023-02-13,0.8947343856408653,1.0828043225043402
2023-02-14,0.8952940713020974,1.082306048573264
2023-02-15,0.8948051435917961,1.0858207007884657
2023-02-16,0.8856635669539872,1.0708702416240354
2023-02-17,0.8872199786414616,1.068194930845182
2023-02-21,0.87287562398356,1.0467659500486992
2023-02-22,0.8754065595720384,1.04532339699073
2023-02-23,0.8825726321215155,1.050883893929527
2023-02-24,0.8710860678345961,1.0396579623613882
2023-02-27,0.874104988501235,1.0431988690102274
2023-02-28,0.8743208511792616,1.039343229333759
2023-03-01,0.8799443980333423,1.0353563975331082
2023-03-02,0.8762697980693374,1.043408664347312
2023-03-03,0.8854935431478056,1.0601426640309783
2023-03-06,0.8801291293563523,1.0608770677767816
2023-03-07,0.8688451672327906,1.0446151676345594
2023-03-08,0.8705670289498776,1.0463201049408928
2023-03-09,0.8607466010355066,1.027015652124913
2023-03-10,0.8594786263768767,1.0121963850846647
2023-03-13,0.8618624643683397,1.0107537519826906
2023-03-14,0.8651159887842611,1.0274615772767242
2023-03-15,0.8647088919156207,1.0210354844679415
2023-03-16,0.8668994274569364,1.0389497330052175
2023-03-17,0.868760452662091,1.0228977082440847
2023-03-20,0.8699094411744807,1.0327335155775244
2023-03-21,0.8698933927430005,1.0462938505072554
2023-03-22,0.870254171384912,1.0284582051828817
2023-03-23,0.8712472997022498,1.0312385336962853
2023-03-24,0.8693995366279655,1.0380055339223295
2023-03-27,0.8687020144888579,1.0399464409553802
2023-03-28,0.8681476293111378,1.0376121176377933
2023-03-29,0.8720400478908146,1.0526936888824006
2023-03-30,0.8753710527384838,1.0588574774868238
2023-03-31,0.8846469051721858,1.0737816822176165
2023-04-03,0.8836433169316752,1.077873371664807
2023-04-04,0.8857062970378862,1.071893204007836
2023-04-05,0.881354844232388,1.0690867011048
2023-04-06,0.8805492163510413,1.0732570738088978
2023-04-10,0.882283452148089,1.0743586394056004
2023-04-11,0.8858898380862755,1.0746471980435972
2023-04-12,0.8858898380862755,1.0702669499584099
